country_name,iso3,year,boundary_name,wsdi_days,n_valid_cells,n_total_cells,grid_coverage_rate,wsdi_source_dataset,wsdi_source_version,base_period,aggregation,n_valid_years_1951_2018,time_coverage_rate,passes_time_coverage,wsdi_source_status,wsdi_missing_reason
Switzerland,CHE,2006,Switzerland,25.423738479614258,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2007,Switzerland,33.39744186401367,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2008,Switzerland,13.3612060546875,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2009,Switzerland,17.12513319651286,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2010,Switzerland,7.03048578898112,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2011,Switzerland,27.9445743560791,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2012,Switzerland,22.833477020263672,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2013,Switzerland,10.134337743123373,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2014,Switzerland,19.828847885131836,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2015,Switzerland,39.600050608317055,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2016,Switzerland,19.05670166015625,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2017,Switzerland,25.3046449025472,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2018,Switzerland,36.44027455647787,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Chile,CHL,1995,Chile,2.126941719651222,30,33,0.9090909090909091,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
