criterion,variable,cutoff,rss,N,N_low,N_high
b*mA,bmA_hat,.0160331078476217,8.7639408,1373,409,964
b*mA,bmA_hat,.0160681482354764,8.7639236,1373,410,963
b*mA,bmA_hat,.0161194501113683,8.7639093,1373,411,962
b*mA,bmA_hat,.0161768153247847,8.7638807,1373,412,961
b*mA,bmA_hat,.0162409209524573,8.7638559,1373,414,959
b*mA,bmA_hat,.016241323886758,8.7638559,1373,414,959
b*mA,bmA_hat,.0162512868397786,8.7638493,1373,415,958
b*mA,bmA_hat,.0163337111448688,8.7638321,1373,417,956
b*mA,bmA_hat,.0164361511462926,8.7638283,1373,418,955
b*mA,bmA_hat,.0164586850339556,8.7638311,1373,419,954
b*mA,bmA_hat,.0166608921931432,8.763854,1373,419,954
b*mA,bmA_hat,.0167245502691257,8.7638779,1373,421,952
b*mA,bmA_hat,.0168205657276639,8.7639046,1373,422,951
b*mA,bmA_hat,.0168538129820035,8.7639227,1373,423,950
b*mA,bmA_hat,.0168920373175903,8.7639408,1373,423,950
b*mA,bmA_hat,.0169612239312021,8.7639751,1373,424,949
b*mA,bmA_hat,.0169790749549405,8.7639866,1373,425,948
b*mA,bmA_hat,.0169953082878523,8.763999,1373,427,946
b*mA,bmA_hat,.0170354968494484,8.7640352,1373,427,946
b*mA,bmA_hat,.0171314115860512,8.7641096,1373,428,945
b*mA,bmA_hat,.0171549594687171,8.7641249,1373,429,944
b*mA,bmA_hat,.0171994217520552,8.764143,1373,431,942
b*mA,bmA_hat,.0172338749404289,8.7641697,1373,432,941
b*mA,bmA_hat,.0172555679143517,8.7641869,1373,433,940
b*mA,bmA_hat,.0172671743097619,8.7641907,1373,434,939
b*mA,bmA_hat,.0173079191505701,8.7642097,1373,435,938
b*mA,bmA_hat,.0173481224532172,8.7642345,1373,435,938
b*mA,bmA_hat,.0174951122103314,8.7643366,1373,436,937
b*mA,bmA_hat,.0174985162490555,8.7643404,1373,437,936
b*mA,bmA_hat,.017532509283589,8.7643595,1373,439,934
b*mA,bmA_hat,.0175768729619469,8.7643929,1373,439,934
b*mA,bmA_hat,.0176896059257299,8.7644424,1373,440,933
b*mA,bmA_hat,.0176977551802462,8.7644501,1373,441,932
b*mA,bmA_hat,.0177582589860573,8.7645206,1373,442,931
b*mA,bmA_hat,.0177776742839197,8.7645359,1373,443,930
b*mA,bmA_hat,.0178311938249075,8.7645693,1373,444,929
b*mA,bmA_hat,.0178638340948299,8.7645979,1373,446,927
b*mA,bmA_hat,.0178861233034244,8.7646151,1373,446,927
b*mA,bmA_hat,.0178982806096946,8.7646227,1373,447,926
b*mA,bmA_hat,.0179325964841005,8.7646627,1373,449,924
b*mA,bmA_hat,.0179592498485929,8.764698,1373,450,923
b*mA,bmA_hat,.0180062813321332,8.7647572,1373,451,922
b*mA,bmA_hat,.0180268760860167,8.7647781,1373,452,921
b*mA,bmA_hat,.0180370880363356,8.7647867,1373,453,920
b*mA,bmA_hat,.0180893667080969,8.764823,1373,454,919
b*mA,bmA_hat,.0181525274404694,8.7648754,1373,455,918
b*mA,bmA_hat,.0183134634689304,8.7650089,1373,455,918
b*mA,bmA_hat,.0183302542144442,8.765029,1373,456,917
b*mA,bmA_hat,.0183450251612173,8.7650442,1373,457,916
b*mA,bmA_hat,.0183555167737962,8.7650585,1373,458,915
b*mA,bmA_hat,.0183587171916798,8.7650614,1373,460,913
b*mA,bmA_hat,.0183713843583037,8.7650747,1373,460,913
b*mA,bmA_hat,.0183883969490899,8.7650948,1373,462,911
b*mA,bmA_hat,.01838848539917,8.7650948,1373,462,911
b*mA,bmA_hat,.01843240534083,8.7651377,1373,463,910
b*mA,bmA_hat,.0184854476444039,8.7651653,1373,465,908
b*mA,bmA_hat,.0184952965024471,8.7651663,1373,465,908
b*mA,bmA_hat,.0185784306438294,8.7651777,1373,467,906
b*mA,bmA_hat,.018680924689857,8.765192,1373,468,905
b*mA,bmA_hat,.0186967665866931,8.7651958,1373,468,905
b*mA,bmA_hat,.0187575807948938,8.7652035,1373,470,903
b*mA,bmA_hat,.0188499490051888,8.7652321,1373,470,903
b*mA,bmA_hat,.0188614098582573,8.7652349,1373,472,901
b*mA,bmA_hat,.0188929183115767,8.765234,1373,472,901
b*mA,bmA_hat,.0189748111211498,8.7651978,1373,474,899
b*mA,bmA_hat,.0189886619223226,8.765192,1373,475,898
b*mA,bmA_hat,.0190066605361026,8.7651825,1373,475,898
b*mA,bmA_hat,.0191067977440229,8.7651281,1373,477,896
b*mA,bmA_hat,.0191385785826235,8.765131,1373,477,896
b*mA,bmA_hat,.019181935839092,8.7651358,1373,479,894
b*mA,bmA_hat,.019193440466769,8.7651386,1373,480,893
b*mA,bmA_hat,.0192184877331846,8.7651443,1373,481,892
b*mA,bmA_hat,.0193617841475554,8.7652054,1373,482,891
b*mA,bmA_hat,.0193825076935276,8.7652197,1373,482,891
b*mA,bmA_hat,.019446515316138,8.7652941,1373,484,889
b*mA,bmA_hat,.019474380960604,8.7653265,1373,485,888
b*mA,bmA_hat,.0196751776877431,8.765564,1373,486,887
b*mA,bmA_hat,.0196835071490369,8.7655725,1373,487,886
b*mA,bmA_hat,.0197343822203604,8.7656384,1373,488,885
b*mA,bmA_hat,.0197790828420522,8.7656956,1373,489,884
b*mA,bmA_hat,.0198542019997291,8.7658157,1373,490,883
b*mA,bmA_hat,.01989354532149,8.7658768,1373,491,882
b*mA,bmA_hat,.0199063051878984,8.7658939,1373,492,881
b*mA,bmA_hat,.0199102099008803,8.7658997,1373,493,880
b*mA,bmA_hat,.0199145064979157,8.7659063,1373,493,880
b*mA,bmA_hat,.0199653594455556,8.7659883,1373,495,878
b*mA,bmA_hat,.0200932864104485,8.7662296,1373,496,877
b*mA,bmA_hat,.0201117544825012,8.7662697,1373,497,876
b*mA,bmA_hat,.0201769281924665,8.766386,1373,498,875
b*mA,bmA_hat,.0201843554244572,8.7663994,1373,499,874
b*mA,bmA_hat,.0201969733091237,8.7664242,1373,499,874
b*mA,bmA_hat,.0202337115335499,8.7664909,1373,500,873
b*mA,bmA_hat,.0202761218214104,8.7665634,1373,502,871
b*mA,bmA_hat,.0203405069423045,8.7666988,1373,502,871
b*mA,bmA_hat,.0205001443221185,8.7670383,1373,503,870
b*mA,bmA_hat,.0205127646508293,8.767067,1373,505,868
b*mA,bmA_hat,.0206661772874781,8.7674303,1373,505,868
b*mA,bmA_hat,.0206839328670983,8.7674742,1373,507,866
b*mA,bmA_hat,.02069600205105,8.7675047,1373,508,865
b*mA,bmA_hat,.0207592452518972,8.7676554,1373,509,864
b*mA,bmA_hat,.0208090973472556,8.7677612,1373,510,863
b*mA,bmA_hat,.0208736652565777,8.7678814,1373,511,862
b*mA,bmA_hat,.0208775503486534,8.76789,1373,512,861
b*mA,bmA_hat,.0210774024960673,8.7683573,1373,513,860
b*mA,bmA_hat,.0210983535557919,8.7684088,1373,514,859
b*mA,bmA_hat,.0211111746651868,8.7684422,1373,514,859
b*mA,bmA_hat,.021289674064742,8.7690144,1373,515,858
b*mA,bmA_hat,.0213511409298541,8.7692251,1373,516,857
b*mA,bmA_hat,.0213880299924854,8.7693377,1373,518,855
b*mA,bmA_hat,.0215174170021178,8.7697716,1373,518,855
b*mA,bmA_hat,.0215566321149584,8.7698946,1373,520,853
b*mA,bmA_hat,.0215708344584817,8.7699375,1373,521,852
b*mA,bmA_hat,.0216281078333026,8.7701273,1373,522,851
b*mA,bmA_hat,.0216662887751094,8.7702703,1373,522,851
b*mA,bmA_hat,.0217094498252017,8.7704325,1373,524,849
b*mA,bmA_hat,.0217243680348997,8.7704906,1373,524,849
b*mA,bmA_hat,.0217818546913547,8.77071,1373,525,848
b*mA,bmA_hat,.0218681043105152,8.7710476,1373,526,847
b*mA,bmA_hat,.0220080022471617,8.7716627,1373,527,846
b*mA,bmA_hat,.0220935348077493,8.772049,1373,529,844
b*mA,bmA_hat,.0221076050030465,8.7721119,1373,529,844
b*mA,bmA_hat,.0221358288262662,8.7722378,1373,530,843
b*mA,bmA_hat,.0222160879113129,8.7725897,1373,531,842
b*mA,bmA_hat,.0222332675344166,8.7726688,1373,533,840
b*mA,bmA_hat,.0222517052266243,8.7727528,1373,534,839
b*mA,bmA_hat,.0222773672507325,8.7728615,1373,534,839
b*mA,bmA_hat,.0223712942027848,8.7732744,1373,535,838
b*mA,bmA_hat,.0223873255094126,8.7733421,1373,537,836
b*mA,bmA_hat,.022450146897561,8.7735844,1373,537,836
b*mA,bmA_hat,.0224537951705887,8.7735987,1373,539,834
b*mA,bmA_hat,.0225519390806785,8.7740078,1373,539,834
b*mA,bmA_hat,.0227410484721684,8.7747784,1373,540,833
b*mA,bmA_hat,.0227680689527175,8.7748842,1373,541,832
b*mA,bmA_hat,.0228447547808321,8.7751789,1373,543,830
b*mA,bmA_hat,.0228980038126873,8.7753773,1373,544,829
b*mA,bmA_hat,.0229568039304311,8.7755957,1373,545,828
b*mA,bmA_hat,.0230505473546706,8.7759695,1373,546,827
b*mA,bmA_hat,.0231033498752622,8.7761869,1373,546,827
b*mA,bmA_hat,.0232333412235429,8.7767305,1373,548,825
b*mA,bmA_hat,.0232369010747786,8.7767458,1373,549,824
b*mA,bmA_hat,.0232920498861681,8.7769661,1373,549,824
b*mA,bmA_hat,.0233603074457552,8.7772274,1373,550,823
b*mA,bmA_hat,.0235554287748682,8.7779732,1373,551,822
b*mA,bmA_hat,.0235871938013194,8.7780886,1373,553,820
b*mA,bmA_hat,.0236268206709726,8.7782278,1373,554,819
b*mA,bmA_hat,.0236268392495639,8.7782278,1373,555,818
b*mA,bmA_hat,.023687996736412,8.77843,1373,555,818
b*mA,bmA_hat,.0238429372379077,8.7789783,1373,557,816
b*mA,bmA_hat,.0239424116646095,8.7793264,1373,558,815
b*mA,bmA_hat,.0239746168255047,8.7794361,1373,558,815
b*mA,bmA_hat,.024071849785416,8.7797585,1373,559,814
b*mA,bmA_hat,.0240893545724633,8.7798166,1373,561,812
b*mA,bmA_hat,.0240993599384779,8.7798491,1373,561,812
b*mA,bmA_hat,.0241790549301118,8.780098,1373,562,811
b*mA,bmA_hat,.0241801359686326,8.7801018,1373,563,810
b*mA,bmA_hat,.0244717892365672,8.7810278,1373,564,809
b*mA,bmA_hat,.0245764055039536,8.7813444,1373,566,807
b*mA,bmA_hat,.0246022165400352,8.7814264,1373,567,806
b*mA,bmA_hat,.024639476394254,8.7815323,1373,568,805
b*mA,bmA_hat,.0246587819078484,8.7815847,1373,568,805
b*mA,bmA_hat,.0246977074145074,8.7816944,1373,569,804
b*mA,bmA_hat,.0247298568342735,8.7817841,1373,571,802
b*mA,bmA_hat,.024775873572497,8.7818995,1373,572,801
b*mA,bmA_hat,.0247767933509495,8.7819014,1373,572,801
b*mA,bmA_hat,.0248333852215984,8.7819633,1373,574,799
b*mA,bmA_hat,.0249736913171179,8.7821131,1373,575,798
b*mA,bmA_hat,.0250050910309249,8.7821541,1373,575,798
b*mA,bmA_hat,.025044959252862,8.7822084,1373,576,797
b*mA,bmA_hat,.0250615191233449,8.7822304,1373,578,795
b*mA,bmA_hat,.0251629352024398,8.7823677,1373,578,795
b*mA,bmA_hat,.0252707722193882,8.7825003,1373,580,793
b*mA,bmA_hat,.025279367936844,8.7825079,1373,580,793
b*mA,bmA_hat,.0253129917546758,8.7825356,1373,582,791
b*mA,bmA_hat,.0253937999379842,8.782589,1373,582,791
b*mA,bmA_hat,.0254901914907765,8.7826786,1373,584,789
b*mA,bmA_hat,.0255839903215149,8.7827654,1373,584,789
b*mA,bmA_hat,.0256249192139403,8.7828026,1373,585,788
b*mA,bmA_hat,.0257822587325358,8.782959,1373,587,786
b*mA,bmA_hat,.0258211723966207,8.7830019,1373,588,785
b*mA,bmA_hat,.0258729362585712,8.7830973,1373,589,784
b*mA,bmA_hat,.0259767171894357,8.7832813,1373,589,784
b*mA,bmA_hat,.0259950364837663,8.7833185,1373,590,783
b*mA,bmA_hat,.0261107021533999,8.7835741,1373,592,781
b*mA,bmA_hat,.0261873694402665,8.7837458,1373,592,781
b*mA,bmA_hat,.0263518608717213,8.7841415,1373,593,780
b*mA,bmA_hat,.0264365764518745,8.7842884,1373,595,778
b*mA,bmA_hat,.0264893128035702,8.7844152,1373,595,778
b*mA,bmA_hat,.0264988914284186,8.7844381,1373,597,776
b*mA,bmA_hat,.0265228848527365,8.7844858,1373,597,776
b*mA,bmA_hat,.0266753719832087,8.784791,1373,598,775
b*mA,bmA_hat,.0268602233001401,8.7851563,1373,599,774
b*mA,bmA_hat,.0268994374763068,8.7852325,1373,601,772
b*mA,bmA_hat,.0269372253798318,8.7853069,1373,602,771
b*mA,bmA_hat,.027044756367302,8.7854872,1373,603,770
b*mA,bmA_hat,.0270772601442007,8.785532,1373,603,770
b*mA,bmA_hat,.027290058855572,8.7858448,1373,605,768
b*mA,bmA_hat,.0274267412086146,8.7860489,1373,606,767
b*mA,bmA_hat,.0275732589690149,8.7862787,1373,606,767
b*mA,bmA_hat,.0278707583096809,8.7867851,1373,608,765
b*mA,bmA_hat,.0281184440268588,8.7871456,1373,608,765
b*mA,bmA_hat,.0281604792722433,8.7871895,1373,610,763
b*mA,bmA_hat,.028251360062591,8.787281,1373,611,762
b*mA,bmA_hat,.0282565800052858,8.7872887,1373,612,761
b*mA,bmA_hat,.0283041880453813,8.7873497,1373,613,760
b*mA,bmA_hat,.0283695981268727,8.7874365,1373,613,760
b*mA,bmA_hat,.0284535135479984,8.7875519,1373,614,759
b*mA,bmA_hat,.0284919329438802,8.7876091,1373,616,757
b*mA,bmA_hat,.0286679475538734,8.7878723,1373,617,756
b*mA,bmA_hat,.0288081280409496,8.7881002,1373,618,755
b*mA,bmA_hat,.028883229839205,8.7882423,1373,618,755
b*mA,bmA_hat,.0289094151796914,8.7882919,1373,620,753
b*mA,bmA_hat,.0289351888886712,8.7883396,1373,621,752
b*mA,bmA_hat,.0289996269343668,8.7884712,1373,622,751
b*mA,bmA_hat,.0291118646044196,8.7886238,1373,623,750
b*mA,bmA_hat,.0291193993701833,8.7886353,1373,623,750
b*mA,bmA_hat,.0293596431113842,8.7889118,1373,625,748
b*mA,bmA_hat,.0296345470431388,8.7891817,1373,625,748
b*mA,bmA_hat,.0297253400541462,8.7892885,1373,626,747
b*mA,bmA_hat,.0298022879213315,8.7893772,1373,628,745
b*mA,bmA_hat,.029835936357843,8.7894135,1373,629,744
b*mA,bmA_hat,.0298852475250512,8.7894707,1373,630,743
b*mA,bmA_hat,.0299272611699939,8.789525,1373,631,742
b*mA,bmA_hat,.0299620957178058,8.7895775,1373,631,742
b*mA,bmA_hat,.0301853774599902,8.7899084,1373,633,740
b*mA,bmA_hat,.0302234873714796,8.7899609,1373,634,739
b*mA,bmA_hat,.0302278872281866,8.7899666,1373,634,739
b*mA,bmA_hat,.0303941235314022,8.7901831,1373,635,738
b*mA,bmA_hat,.03048073615183,8.7902889,1373,636,737
b*mA,bmA_hat,.0304898220601833,8.7902994,1373,637,736
b*mA,bmA_hat,.0307457377822233,8.7906218,1373,638,735
b*mA,bmA_hat,.0309691101595051,8.7909269,1373,640,733
b*mA,bmA_hat,.0314033455927161,8.7915363,1373,641,732
b*mA,bmA_hat,.0314453161425665,8.7916002,1373,642,731
b*mA,bmA_hat,.0314703245544978,8.7916355,1373,642,731
b*mA,bmA_hat,.0316738257825814,8.7919111,1373,644,729
b*mA,bmA_hat,.0316968973985501,8.7919445,1373,644,729
b*mA,bmA_hat,.031814100670414,8.7920952,1373,646,727
b*mA,bmA_hat,.0319062413937228,8.7922106,1373,647,726
b*mA,bmA_hat,.0319176616400327,8.7922239,1373,648,725
b*mA,bmA_hat,.0319233175235027,8.7922306,1373,649,724
b*mA,bmA_hat,.0320318295882949,8.792305,1373,650,723
b*mA,bmA_hat,.0322840098831384,8.7924852,1373,650,723
b*mA,bmA_hat,.0323783736412049,8.7925444,1373,651,722
b*mA,bmA_hat,.0323837263335875,8.7925463,1373,653,720
b*mA,bmA_hat,.0324254538409686,8.7925568,1373,653,720
b*mA,bmA_hat,.0324712599796919,8.7925653,1373,654,719
b*mA,bmA_hat,.0325879719096154,8.7926121,1373,655,718
b*mA,bmA_hat,.0326835983795849,8.7926445,1373,657,716
b*mA,bmA_hat,.0327654302273532,8.7926817,1373,657,716
b*mA,bmA_hat,.0327985617043424,8.7926903,1373,658,715
b*mA,bmA_hat,.0329031349711512,8.7927055,1373,660,713
b*mA,bmA_hat,.0330185539571861,8.7927217,1373,661,712
b*mA,bmA_hat,.033057296848282,8.7927265,1373,662,711
b*mA,bmA_hat,.0330627472520127,8.7927265,1373,662,711
b*mA,bmA_hat,.0332973312364013,8.7927732,1373,663,710
b*mA,bmA_hat,.0334377161826565,8.7928152,1373,664,709
b*mA,bmA_hat,.0336860305096307,8.7928734,1373,666,707
b*mA,bmA_hat,.0338332391540934,8.7929134,1373,666,707
b*mA,bmA_hat,.0339252523456033,8.7929354,1373,667,706
b*mA,bmA_hat,.0339764720524374,8.7929459,1373,669,704
b*mA,bmA_hat,.033977591172768,8.7929459,1373,669,704
b*mA,bmA_hat,.0340497577208746,8.7929525,1373,670,703
b*mA,bmA_hat,.0344975566540578,8.7930822,1373,672,701
b*mA,bmA_hat,.034647493277022,8.7931795,1373,673,700
b*mA,bmA_hat,.0347636094850325,8.7932749,1373,673,700
b*mA,bmA_hat,.0347954451443567,8.7933016,1373,675,698
b*mA,bmA_hat,.0348467130580299,8.7933369,1373,676,697
b*mA,bmA_hat,.0350028105829585,8.7934256,1373,677,696
b*mA,bmA_hat,.0351012978347373,8.7934895,1373,678,695
b*mA,bmA_hat,.0351669601181513,8.7935286,1373,678,695
b*mA,bmA_hat,.0352725909095355,8.7936029,1373,680,693
b*mA,bmA_hat,.0353927705224357,8.7936916,1373,681,692
b*mA,bmA_hat,.0355186942072525,8.7937737,1373,681,692
b*mA,bmA_hat,.0356402972461778,8.7938633,1373,682,691
b*mA,bmA_hat,.0356890046486846,8.793889,1373,683,690
b*mA,bmA_hat,.0357337054606934,8.7939072,1373,685,688
b*mA,bmA_hat,.0357839287689815,8.7939281,1373,686,687
b*mA,bmA_hat,.0360709964741372,8.7941017,1373,686,687
b*mA,bmA_hat,.0361137306398462,8.7941303,1373,688,685
b*mA,bmA_hat,.0361931565990595,8.7941799,1373,689,684
b*mA,bmA_hat,.0362847361308399,8.7942305,1373,690,683
b*mA,bmA_hat,.0363668598173895,8.7942724,1373,690,683
b*mA,bmA_hat,.0365495659808536,8.794363,1373,691,682
b*mA,bmA_hat,.03656164987117,8.7943697,1373,693,680
b*mA,bmA_hat,.0367391937896058,8.794466,1373,694,679
b*mA,bmA_hat,.0368179311809903,8.7944975,1373,695,678
b*mA,bmA_hat,.0370314987118634,8.7944841,1373,696,677
b*mA,bmA_hat,.0370767502272744,8.7944832,1373,696,677
b*mA,bmA_hat,.0373243107551427,8.7944136,1373,697,676
b*mA,bmA_hat,.0373718804532795,8.7943993,1373,699,674
b*mA,bmA_hat,.0374346305019293,8.7943754,1373,700,673
b*mA,bmA_hat,.0374349229543646,8.7943754,1373,701,672
b*mA,bmA_hat,.0375373275113018,8.7943411,1373,701,672
b*mA,bmA_hat,.0375814320799741,8.7943211,1373,703,670
b*mA,bmA_hat,.0375973093331856,8.7943125,1373,704,669
b*mA,bmA_hat,.0376093299284293,8.7943068,1373,705,668
b*mA,bmA_hat,.0377075629196634,8.7942581,1373,706,667
b*mA,bmA_hat,.0377923557211488,8.7942209,1373,706,667
b*mA,bmA_hat,.0378271390298903,8.7942038,1373,707,666
b*mA,bmA_hat,.0378580688463453,8.7941885,1373,708,665
b*mA,bmA_hat,.0378873765424637,8.7941761,1373,709,664
b*mA,bmA_hat,.0379711007823608,8.7941256,1373,710,663
b*mA,bmA_hat,.0380270914097379,8.7940845,1373,711,662
b*mA,bmA_hat,.0382913263012238,8.7939034,1373,713,660
b*mA,bmA_hat,.0385483858116999,8.7938118,1373,714,659
b*mA,bmA_hat,.0388781204946292,8.7937326,1373,715,658
b*mA,bmA_hat,.0389114237672895,8.7937231,1373,716,657
b*mA,bmA_hat,.0389662374978164,8.7937107,1373,717,656
b*mA,bmA_hat,.0390404649820724,8.793685,1373,718,655
b*mA,bmA_hat,.0390698296693938,8.7936764,1373,719,654
b*mA,bmA_hat,.0393547543018785,8.7936058,1373,720,653
b*mA,bmA_hat,.0394681053049454,8.7935953,1373,721,652
b*mA,bmA_hat,.0395658737381654,8.7935839,1373,721,652
b*mA,bmA_hat,.0396335916361361,8.7935743,1373,723,650
b*mA,bmA_hat,.0396429305092109,8.7935743,1373,724,649
b*mA,bmA_hat,.0396591757323238,8.7935715,1373,724,649
b*mA,bmA_hat,.0399396064934896,8.793539,1373,726,647
b*mA,bmA_hat,.0402591343912334,8.7936001,1373,727,646
b*mA,bmA_hat,.0403067691223145,8.7936096,1373,727,646
b*mA,bmA_hat,.0406054756414351,8.7936468,1373,728,645
b*mA,bmA_hat,.0406121490489755,8.7936459,1373,730,643
b*mA,bmA_hat,.0406346635320217,8.793642,1373,731,642
b*mA,bmA_hat,.0407006134015651,8.7936335,1373,731,642
b*mA,bmA_hat,.040954084553187,8.7936525,1373,733,640
b*mA,bmA_hat,.0410637455034089,8.7936745,1373,734,639
b*mA,bmA_hat,.0412566067269361,8.7937279,1373,735,638
b*mA,bmA_hat,.0412702396763619,8.7937317,1373,736,637
b*mA,bmA_hat,.0412956547722273,8.7937384,1373,737,636
b*mA,bmA_hat,.0415787086101829,8.7938557,1373,738,635
b*mA,bmA_hat,.0420412418250701,8.7940836,1373,738,635
b*mA,bmA_hat,.0422641819607811,8.7941751,1373,739,634
b*mA,bmA_hat,.0424043773465238,8.7942362,1373,740,633
b*mA,bmA_hat,.0424074872445055,8.7942381,1373,742,631
b*mA,bmA_hat,.0424372267163447,8.7942505,1373,742,631
b*mA,bmA_hat,.0424899170976576,8.7942762,1373,743,630
b*mA,bmA_hat,.0427515003998425,8.7944069,1373,745,628
b*mA,bmA_hat,.0428292104125752,8.7944517,1373,746,627
b*mA,bmA_hat,.0429129576293093,8.7945032,1373,747,626
b*mA,bmA_hat,.0429691543595015,8.7945395,1373,748,625
b*mA,bmA_hat,.0429952143144885,8.7945547,1373,748,625
b*mA,bmA_hat,.0431227844847554,8.7946568,1373,750,623
b*mA,bmA_hat,.0432790787335896,8.7947874,1373,750,623
b*mA,bmA_hat,.0433740520696586,8.7948675,1373,751,622
b*mA,bmA_hat,.0435145996753885,8.7949705,1373,753,620
b*mA,bmA_hat,.0435243880569633,8.7949781,1373,753,620
b*mA,bmA_hat,.0441990337168939,8.795578,1373,755,618
b*mA,bmA_hat,.0442122712443857,8.7955894,1373,755,618
b*mA,bmA_hat,.0443523907218417,8.795723,1373,756,617
b*mA,bmA_hat,.0444093620423197,8.7957706,1373,758,615
b*mA,bmA_hat,.0446563119207221,8.7959614,1373,759,614
b*mA,bmA_hat,.0447786145124217,8.7960615,1373,759,614
b*mA,bmA_hat,.0448046838101923,8.7960815,1373,761,612
b*mA,bmA_hat,.0449330228577235,8.7961922,1373,761,612
b*mA,bmA_hat,.0450303840755565,8.7962847,1373,763,610
b*mA,bmA_hat,.0453569115895454,8.7966356,1373,763,610
b*mA,bmA_hat,.0455351843738842,8.7968311,1373,765,608
b*mA,bmA_hat,.0456325975564111,8.7969408,1373,766,607
b*mA,bmA_hat,.0458749331068304,8.7972307,1373,767,606
b*mA,bmA_hat,.0459469799793608,8.7973185,1373,768,605
b*mA,bmA_hat,.0459809958184916,8.7973585,1373,768,605
b*mA,bmA_hat,.0459883134710328,8.7973671,1373,770,603
b*mA,bmA_hat,.0460046974247377,8.7973862,1373,770,603
b*mA,bmA_hat,.0462951855949623,8.7975969,1373,772,601
b*mA,bmA_hat,.0463241154320463,8.7976189,1373,772,601
b*mA,bmA_hat,.0464865154271619,8.7977467,1373,773,600
b*mA,bmA_hat,.0465165300495704,8.7977743,1373,774,599
b*mA,bmA_hat,.0465630498937445,8.7978258,1373,776,597
b*mA,bmA_hat,.0467036330926001,8.7979727,1373,777,596
b*mA,bmA_hat,.046846888135073,8.7981205,1373,777,596
b*mA,bmA_hat,.046875975141521,8.798151,1373,779,594
b*mA,bmA_hat,.0469091597919302,8.7981853,1373,779,594
b*mA,bmA_hat,.0469333130199885,8.7982111,1373,781,592
b*mA,bmA_hat,.0470419141319653,8.7983322,1373,782,591
b*mA,bmA_hat,.0470864091874798,8.7983818,1373,783,590
b*mA,bmA_hat,.047151079500618,8.7984514,1373,783,590
b*mA,bmA_hat,.0472203697460025,8.7985249,1373,784,589
b*mA,bmA_hat,.0472629595279224,8.7985659,1373,786,587
b*mA,bmA_hat,.0473092097887023,8.7986107,1373,787,586
b*mA,bmA_hat,.0473383672702861,8.7986393,1373,787,586
b*mA,bmA_hat,.0473561851057993,8.7986546,1373,789,584
b*mA,bmA_hat,.0475589986336093,8.7988234,1373,789,584
b*mA,bmA_hat,.0480895938425205,8.7993231,1373,791,582
b*mA,bmA_hat,.0481652113236277,8.7993927,1373,792,581
b*mA,bmA_hat,.0481835885766828,8.7994099,1373,793,580
b*mA,bmA_hat,.0482434769341414,8.7994719,1373,793,580
b*mA,bmA_hat,.0486409425132096,8.7998962,1373,794,579
b*mA,bmA_hat,.0486787933795473,8.7999382,1373,796,577
b*mA,bmA_hat,.0487289464627209,8.7999964,1373,797,576
b*mA,bmA_hat,.0489363800069873,8.8002415,1373,797,576
b*mA,bmA_hat,.0490838073694009,8.8004189,1373,799,574
b*mA,bmA_hat,.0491511101585807,8.800499,1373,799,574
b*mA,bmA_hat,.0492166094206457,8.8005695,1373,801,572
b*mA,bmA_hat,.0492822422371597,8.8006439,1373,802,571
b*mA,bmA_hat,.0492969075717828,8.8006592,1373,803,570
b*mA,bmA_hat,.0493643146337456,8.8007412,1373,804,569
b*mA,bmA_hat,.0495110190641468,8.8009071,1373,804,569
b*mA,bmA_hat,.0497512403489856,8.8011818,1373,806,567
b*mA,bmA_hat,.0498853780673486,8.8013401,1373,806,567
b*mA,bmA_hat,.0499267589846356,8.8013868,1373,808,565
b*mA,bmA_hat,.0499696404158848,8.8014374,1373,809,564
b*mA,bmA_hat,.0499733740208283,8.8014421,1373,810,563
b*mA,bmA_hat,.0501096187438761,8.8015938,1373,810,563
b*mA,bmA_hat,.0501221899887074,8.8016109,1373,811,562
b*mA,bmA_hat,.0501810197715028,8.8016872,1373,812,561
b*mA,bmA_hat,.0502501105774803,8.8017778,1373,813,560
b*mA,bmA_hat,.0503378101176754,8.8018894,1373,814,559
b*mA,bmA_hat,.0503484205239075,8.8019018,1373,815,558
b*mA,bmA_hat,.0516876553005689,8.8034592,1373,817,556
b*mA,bmA_hat,.0518660432749858,8.8036776,1373,817,556
b*mA,bmA_hat,.0522632227784955,8.8041649,1373,819,554
b*mA,bmA_hat,.052337445910008,8.8042612,1373,819,554
b*mA,bmA_hat,.0524146608476892,8.8043604,1373,821,552
b*mA,bmA_hat,.0525381618734603,8.8045216,1373,822,551
b*mA,bmA_hat,.0525830303629617,8.8045788,1373,822,551
b*mA,bmA_hat,.052692431951571,8.8047209,1373,823,550
b*mA,bmA_hat,.0527186415266792,8.8047552,1373,825,548
b*mA,bmA_hat,.0528304118942695,8.8049231,1373,826,547
b*mA,bmA_hat,.0528331492309643,8.8049269,1373,827,546
b*mA,bmA_hat,.0528472990594758,8.8049498,1373,828,545
b*mA,bmA_hat,.0528741096574137,8.8049917,1373,828,545
b*mA,bmA_hat,.0529150716394632,8.8050556,1373,829,544
b*mA,bmA_hat,.0536586965819866,8.8061571,1373,830,543
b*mA,bmA_hat,.05390280599158,8.8064508,1373,832,541
b*mA,bmA_hat,.0546122428087469,8.8072691,1373,833,540
b*mA,bmA_hat,.0547573280085743,8.8074131,1373,833,540
