country_name,iso3,year,vulnerability100,debt_gdp,b_it_theta,country_id,mA_hat,spread_saving_component,TA_hat,theta_hat_A,theta_recomputed_debt_gdp,theta_reconstruction_diff,b_it_mapping_diff,b_outcome,b_outcome_year,A_outcome,A_outcome_year,debt_missing_count,ready_missing_count,sample_debt,sample_ready,duplicate_key,debt_hinge_low,debt_hinge_high,debt_kink_low,debt_kink_high,ready_hinge_low,ready_hinge_high,ready_kink_low,ready_kink_high,ready_debt_hinge_low,ready_debt_hinge_high,ready_debt_kink_low,ready_debt_kink_high
Australia,AUS,2020,.3137673759460449,.5690999984741211,.5690999984741211,AUS,.0608761187623038,.0346445990947375,-.0370317774043617,-.0023871783096242,-.0023871783096242,0,0,-.068650016784668,2022,.6939528656005859,2021,0,0,1,1,0,.0236307960206915,0,.0160826522471142,0,.0269135755140113,0,.0006780170843687,0,.0236307960206915,0,.0005953160482493,0
Australia,AUS,2021,.3131583213806152,.5537200164794922,.5537200164794922,AUS,.0579404983731561,.032082813714014,-.0371562399193529,-.0050734262053389,-.0050734262053389,0,0,-.0595600128173828,2023,.6931456756591797,2022,0,0,1,1,0,.0263170439164062,0,.0182627880399265,0,.029599823409726,0,.0007074720137123,0,.0263170439164062,0,.0006290095652523,0
Australia,AUS,2022,.3158762359619141,.5004499816894531,.5004499816894531,AUS,.0478986622043371,.0239708846231098,-.0366008241922235,-.0126299395691137,-.0126299395691137,0,0,,,.6933090972900391,2023,1,0,0,1,0,,,,,.0371563367735008,0,.0007857581054681,0,.033873557280181,0,.0007163360143975,0
Australia,AUS,2023,.3159372329711914,.4941600036621094,.4941600036621094,AUS,.0467061676035065,.0230803199539919,-.0365883592315902,-.0135080392775983,-.0135080392775983,0,0,,,,,1,1,0,0,0,,,,,,,,,,,,
Austria,AUT,1995,.3063405418395996,.6823799896240235,.6823799896240235,AUT,.0821873419078782,.056082997518324,-.0385494779582657,.0175335195600583,.0175335195600583,0,0,-.0486499786376954,1997,.6091216278076171,1996,1,2,0,0,0,,,,,,,,,,,,
Austria,AUT,1996,.3071669387817383,.6818000030517578,.6818000030517578,AUT,.0820988012192726,.0559749629218457,-.0383806007383289,.0175943621835169,.0175943621835169,0,0,.0101699829101563,1998,.6105945205688477,1997,1,1,0,0,0,,,,,,,,,,,,
Austria,AUT,1997,.3061225318908691,.6337300109863281,.6337300109863281,AUT,.0729459660240143,.0462280478498069,-.0385940290839813,.0076340187658257,.0076340187658257,0,0,-.0203300094604492,1999,.6114191055297852,1998,1,1,0,0,0,,,,,,,,,,,,
Austria,AUT,1998,.3066686058044434,.6919699859619141,.6919699859619141,AUT,.0840164623073787,.0581368702434065,-.0384824368941968,.0196544333492097,.0196544333492097,0,0,-.0308799743652344,2000,.6154182434082032,1999,1,1,0,0,0,,,,,,,,,,,,
Austria,AUT,1999,.3046699333190918,.6134000015258789,.6134000015258789,AUT,.069048623840302,.0423544259690011,-.0388908728838277,.0034635530851733,.0034635530851733,0,0,.0589799880981445,2001,.6191512298583984,2000,1,1,0,0,0,,,,,,,,,,,,
Austria,AUT,2000,.3039168739318848,.6610900115966797,.6610900115966797,AUT,.078082421088843,.05161950866312,-.0390447633077561,.0125747453553639,.0125747453553639,0,0,.0133100128173829,2002,.6275384521484375,2001,0,0,1,1,0,.0086688723557034,0,.0053673429805192,0,.0119516518490232,0,.0006713861307294,0,.0086688723557034,0,.0004869754191475,0
Austria,AUT,2001,.3037926292419433,.6723799896240235,.6723799896240235,AUT,.0802224627892569,.0539399786978542,-.0390701531619041,.0148698255359501,.0148698255359501,0,0,-.0082599639892579,2003,.634068717956543,2002,0,0,1,1,0,.0063737921751172,0,.0039997996758889,0,.009656571668437,0,.0005077433572107,0,.0063737921751172,0,.0003351345330698,0
Austria,AUT,2002,.3044147491455078,.6744000244140625,.6744000244140625,AUT,.0806221785123168,.0543715991570214,-.038943020697559,.0154285784594624,.0154285784594624,0,0,-.015279998779297,2004,.6313937377929687,2003,0,0,1,1,0,.0058150392516049,0,.0036871344831321,0,.0090978187449247,0,.0004736898678029,0,.0058150392516049,0,.0003027676470141,0
Austria,AUT,2003,.304641056060791,.6641200256347656,.6641200256347656,AUT,.078676533929499,.0522506617301134,-.0388967740565603,.0133538876735531,.0133538876735531,0,0,.0301599884033203,2005,.6373421859741211,2004,0,0,1,1,0,.0078897300375142,0,.0049815261385636,0,.011172509530834,0,.0005420202392095,0,.0078897300375142,0,.0003827603234913,0
Austria,AUT,2004,.3043294334411621,.6591200256347656,.6591200256347656,AUT,.0777192051159389,.0512262844683313,-.0389604552719532,.0122658291963781,.0122658291963781,0,0,.0226399993896484,2006,.6465612030029297,2005,0,0,1,1,0,.0089777885146892,0,.0057219233571654,0,.012260568008009,0,.0005706285594551,0,.0089777885146892,0,.000417842185116,0
Austria,AUT,2005,.3044386100769043,.6942800140380859,.6942800140380859,AUT,.084396808256936,.0585950172213951,-.0389381446294689,.0196568725919263,.0196568725919263,0,0,-.0361499786376953,2007,.6764082336425781,2006,0,0,1,1,0,.001586745119141,0,.0010259278330908,0,.0048695246124608,0,.0002388928238322,0,.001586745119141,0,.0000778437429484,0
Austria,AUT,2006,.3043173599243164,.681760025024414,.681760025024414,AUT,.0820168560528588,.0559158138350208,-.0389629225390204,.0169528912960004,.0169528912960004,0,0,.0135199737548829,2008,.6878566741943359,2007,0,0,1,1,0,.0042907264150669,0,.002902282675459,0,.0075735059083867,0,.0003683916748593,0,.0042907264150669,0,.0002087101943974,0
Austria,AUT,2007,.3030762672424316,.6581300354003906,.6581300354003906,AUT,.0774985662610922,.0510041341568921,-.0392165443412238,.0117875898156683,.0117875898156683,0,0,.1493899536132812,2009,.6849156951904297,2008,0,0,1,1,0,.009456027895399,0,.006504391899218,0,.0127388073887188,0,.0005903988622756,0,.009456027895399,0,.0004382535931923,0
Austria,AUT,2008,.3034719467163086,.6952799987792969,.6952799987792969,AUT,.0845614211293053,.058793864779559,-.0391356858020314,.0196581789775276,.0196581789775276,0,0,.1412599945068359,2010,.6682797241210937,2009,0,0,1,1,0,.0015854387335397,0,.0010858918723642,0,.0048682182268595,0,.0002218128170852,0,.0015854387335397,0,.0000722380582411,0
Austria,AUT,2009,.303918628692627,.8075199890136718,.8075199890136718,AUT,.1058806593733497,.0855007488939277,-.0390444047160181,.0464563441779096,.0464563441779096,0,0,.0260400390625001,2011,.6750405883789062,2010,0,0,1,1,0,0,.0252127264668423,0,.016849153887602,0,.0219299469735225,0,.0010324011884194,0,.0252127264668423,0,.0011869453582851
Austria,AUT,2010,.3024361228942871,.8365399932861328,.8365399932861328,AUT,.111351118329729,.0931496637799549,-.0393473601663564,.0538023036135985,.0538023036135985,0,0,-.0071900177001953,2012,.6754353332519532,2011,0,0,1,1,0,0,.0325586859025312,0,.0219784344884886,0,.0292759064092114,0,.0013490676316748,0,.0325586859025312,0,.0015003419080186
Austria,AUT,2011,.3035120391845703,.8335600280761719,.8335600280761719,AUT,.1108134777731601,.0923696856438136,-.0391274927603644,.0532421928834492,.0532421928834492,0,0,-.0092500305175781,2013,.6805509185791015,2012,0,0,1,1,0,0,.0319985751723819,0,.0216129682851454,0,.0287157956790621,0,.0012882994691188,0,.0319985751723819,0,.0014355774037352
Austria,AUT,2012,.2997461700439453,.8293499755859375,.8293499755859375,AUT,.1099159784819606,.0911588140705185,-.0398970618120948,.0512617522584236,.0512617522584236,0,0,.0227500152587891,2014,.6953206634521485,2013,0,0,1,1,0,0,.0300181345473563,0,.0204288690402344,0,.0267353550540365,0,.0012106595813965,0,.0300181345473563,0,.0013593139919763
Austria,AUT,2013,.3011209678649902,.8243099975585938,.8243099975585938,AUT,.1089950650328101,.0898457217910945,-.039616116878547,.0502296049125475,.0502296049125475,0,0,.0318399810791015,2015,.7086733245849609,2014,0,0,1,1,0,0,.0289859872014801,0,.0201545558517487,0,.0257032077081604,0,.0011079364378319,0,.0289859872014801,0,.0012494406056896
Austria,AUT,2014,.3037026596069336,.8520999908447265,.8520999908447265,AUT,.1143380688552458,.0974274674247587,-.0390885387839513,.0583389286408073,.0583389286408073,0,0,-.0179100036621094,2016,.7045801544189453,2015,0,0,1,1,0,0,.03709531092974,0,.0262884573230917,0,.0338125314364203,0,.0013605937494548,0,.03709531092974,0,.0014926906102843
Austria,AUT,2015,.3001437759399414,.8561499786376953,.8561499786376953,AUT,.1150140524088423,.0984692785128651,-.0398158096015379,.0586534689113272,.0586534689113272,0,0,-.0655799865722656,2017,.6877032470703125,2016,0,0,1,1,0,0,.0374098512002599,0,.0263582387354689,0,.0341270717069401,0,.0012530545137063,0,.0374098512002599,0,.0013735893693461
Austria,AUT,2016,.2985615348815918,.8341899871826172,.8341899871826172,AUT,.1108038924330307,.092431497608494,-.0401391463149004,.0522923512935936,.0522923512935936,0,0,-.0883300018310547,2018,.6908674621582032,2017,0,0,1,1,0,0,.0310487335825263,0,.0213523149021244,0,.0277659540892065,0,.0009500305135348,0,.0310487335825263,0,.0010623529886726
Austria,AUT,2017,.2984765243530274,.7905699920654297,.7905699920654297,AUT,.1025208764975106,.0810499285191778,-.0401565185255141,.0408934099936638,.0408934099936638,0,0,-.0805100250244141,2019,.6908810424804688,2018,0,0,1,1,0,0,.0196497922825965,0,.0135754021262133,0,.0163670127892767,0,.0005002375646627,0,.0196497922825965,0,.0006005716720656
Austria,AUT,2018,.2976770401000977,.7458599853515625,.7458599853515625,AUT,.0940122901260743,.0701200053363006,-.0403198960395555,.0298001092967451,.0298001092967451,0,0,.0859700012207031,2020,.6861134338378906,2019,0,0,1,1,0,0,.0085564915856778,0,.0059115178266885,0,.005273712092358,0,.0001407376800896,0,.0085564915856778,0,.0002283440495775
Austria,AUT,2019,.2982572555541992,.7100599670410156,.7100599670410156,AUT,.0872311727510811,.0619393636485818,-.0402013269018243,.0217380367467575,.0217380367467575,0,0,.1139300537109376,2021,.6816719818115234,2020,0,0,1,1,0,0,.0004944190356902,0,.0003392275423322,.0027883604576296,0,.0000660978012319,0,0,.0004944190356902,0,.000011720152987
Austria,AUT,2020,.2938090705871582,.8318299865722656,.8318299865722656,AUT,.1102318622356488,.0916941684833155,-.0411103296736092,.0505838388097063,.0505838388097063,0,0,-.0504199981689453,2022,.6798137664794922,2021,0,0,1,1,0,0,.029340221098639,0,.0200004066630975,0,.0260574416053192,0,.0005953500645101,0,.029340221098639,0,.0006703537050333
Austria,AUT,2021,.291540756225586,.8239900207519532,.8239900207519532,AUT,.1086843386312324,.0895548104441615,-.041573867961074,.0479809424830875,.0479809424830875,0,0,-.0464500427246094,2023,.6751003265380859,2022,0,0,1,1,0,0,.0267373247720202,0,.0181764014588525,0,.0234545452787004,0,.0004189227027263,0,.0267373247720202,0,.0004775565769479
Austria,AUT,2022,.2991105270385742,.7814099884033203,.7814099884033203,AUT,.1007984894670652,.0787649464855316,-.0400269577714646,.038737988714067,.038737988714067,0,0,,,.6761976623535156,2023,1,0,0,1,0,,,,,0,.0142115915096799,0,.0002156617204521,0,.0174943710029997,0,.0002654780885142
Austria,AUT,2023,.2953165626525879,.7775399780273438,.7775399780273438,AUT,.0999648104920579,.0777266365535023,-.0408022681887401,.0369243683647622,.0369243683647622,0,0,,,,,1,1,0,0,0,,,,,,,,,,,,
Belgium,BEL,1995,.3578819274902344,1.312859954833984,1.312859954833984,BEL,.2032222381587896,.2668023384104097,-.0280168083941157,.238785530016294,.238785530016294,0,0,-.0701499176025391,1997,.5461596298217773,1996,1,2,0,0,0,,,,,,,,,,,,
Belgium,BEL,1996,.3569965362548828,1.290039978027344,1.290039978027344,BEL,.1988670023182837,.2565463833010423,-.0281977413123761,.2283486419886662,.2283486419886662,0,0,-.0981800079345703,1998,.5434723663330078,1997,1,1,0,0,0,,,,,,,,,,,,
Belgium,BEL,1997,.3569110107421875,1.242710037231445,1.242710037231445,BEL,.18987967874274,.2359653826398853,-.0282152187618694,.2077501638780158,.2077501638780158,0,0,-.0890900421142578,1999,.534102668762207,1998,1,1,0,0,0,,,,,,,,,,,,
Belgium,BEL,1998,.3566569519042969,1.191859970092773,1.191859970092773,BEL,.1802196985308137,.2147966445010643,-.02826713660916,.1865295078919043,.1865295078919043,0,0,-.0959700012207032,2000,.5354909133911133,1999,1,1,0,0,0,,,,,,,,,,,,
Belgium,BEL,1999,.3565018463134766,1.153619995117187,1.153619995117187,BEL,.1729561938526253,.1995257235077529,-.028298833000614,.171226890507139,.171226890507139,0,0,-.071449966430664,2001,.5435758590698242,2000,1,1,0,0,0,,,,,,,,,,,,
Belgium,BEL,2000,.3561085891723633,1.09588996887207,1.09588996887207,BEL,.1619864935161395,.1775193733370979,-.0283791965272984,.1491401768097995,.1491401768097995,0,0,-.0415200042724608,2002,.5476517105102539,2001,0,0,1,1,0,0,.1278965590987322,0,.0695214819841679,0,.1246137796054124,0,.0158120204231573,0,.1278965590987322,0,.0162285664629087
Belgium,BEL,2001,.3566558837890625,1.082170028686523,1.082170028686523,BEL,.1593961879281902,.172493777262772,-.0282673548823918,.1442264223803802,.1442264223803802,0,0,-.0655800628662109,2003,.5555706024169922,2002,0,0,1,1,0,0,.1229828046693129,0,.0673517433404976,0,.1197000251759931,0,.0144908153494268,0,.1229828046693129,0,.0148882267234064
Belgium,BEL,2002,.354638557434082,1.054369964599609,1.054369964599609,BEL,.1540659985921676,.1624425614816273,-.0286796028581076,.1337629586235196,.1337629586235196,0,0,-.0826699829101563,2004,.5480087661743164,2003,0,0,1,1,0,0,.1125193409124523,0,.0625124380142941,0,.1092365614191325,0,.0117539938546994,0,.1125193409124523,0,.0121072251308356
Belgium,BEL,2003,.3557043075561523,1.016589965820313,1.016589965820313,BEL,.1469216720764436,.149359097594455,-.0284618129455545,.1208972846489005,.1208972846489005,0,0,-.0651699829101563,2005,.5491798782348633,2004,0,0,1,1,0,0,.0996536669378332,0,.0546110830633482,0,.0963708874445134,0,.0096992027929996,0,.0996536669378332,0,.0100295965963018
Belgium,BEL,2004,.3517432403564453,.9716999816894532,.9716999816894532,BEL,.1382964218171123,.1343826305474049,-.0292712714304059,.105111359116999,.105111359116999,0,0,-.0567599487304687,2006,.5431279373168946,2005,0,0,1,1,0,0,.0838677414059316,0,.0460584760131425,0,.0805849619126119,0,.007345907010225,0,.0838677414059316,0,.0076451563034014
