country_name,iso3,year,theta_hat_A,cutoff
Korea,KOR,2009,-.0219043442513724,-.0324804984770311
Korea,KOR,2010,-.0226073615156021,-.0324804984770311
Korea,KOR,2011,-.0255311809652457,-.0324804984770311
Korea,KOR,2012,-.0269008388714233,-.0324804984770311
Korea,KOR,2013,-.0161031046047968,-.0324804984770311
Korea,KOR,2014,-.0217845822270124,-.0324804984770311
Korea,KOR,2015,-.0216959376467628,-.0324804984770311
Korea,KOR,2016,-.018730989505713,-.0324804984770311
Korea,KOR,2017,-.0202531522756526,-.0324804984770311
Korea,KOR,2018,-.0118141752721274,-.0324804984770311
Lithuania,LTU,2004,-.0260604601793329,-.0324804984770311
Lithuania,LTU,2005,-.0112116183439634,-.0324804984770311
Lithuania,LTU,2006,.0064479792493048,-.0324804984770311
Lithuania,LTU,2007,.0008770467033408,-.0324804984770311
Lithuania,LTU,2008,-.0156611166152073,-.0324804984770311
Lithuania,LTU,2009,-.0185007498625169,-.0324804984770311
Lithuania,LTU,2010,-.0134904345179942,-.0324804984770311
Lithuania,LTU,2011,-.0122424078972492,-.0324804984770311
Lithuania,LTU,2012,-.0160956666135335,-.0324804984770311
Lithuania,LTU,2013,-.0135445877416809,-.0324804984770311
Lithuania,LTU,2014,.0072570143480304,-.0324804984770311
Lithuania,LTU,2015,.0103757430774823,-.0324804984770311
Lithuania,LTU,2016,-.0081750679463987,-.0324804984770311
Lithuania,LTU,2017,-.0197575177613281,-.0324804984770311
Lithuania,LTU,2018,.007906295439882,-.0324804984770311
Morocco,MAR,2013,-.0074393210442876,-.0324804984770311
Morocco,MAR,2014,.0039824078738285,-.0324804984770311
Morocco,MAR,2015,.0201066318822461,-.0324804984770311
Morocco,MAR,2016,.0000819787135855,-.0324804984770311
Morocco,MAR,2017,.0212657365342729,-.0324804984770311
Morocco,MAR,2018,-.0036119029438251,-.0324804984770311
Mexico,MEX,2007,-.0096015835142386,-.0324804984770311
Mexico,MEX,2008,-.0054767558693134,-.0324804984770311
Mexico,MEX,2009,.0097214436096766,-.0324804984770311
Mexico,MEX,2010,-.0055630007965282,-.0324804984770311
Mexico,MEX,2011,.0098336885779696,-.0324804984770311
Mexico,MEX,2012,-.0016664819379206,-.0324804984770311
Mexico,MEX,2013,-.0039765645727931,-.0324804984770311
