specification,cutoff,rss,N,N_low,N_high
current_debt,.0104425679892302,1.14653098583221,742,442,300
current_debt,.01050188485533,1.14654135704041,742,443,299
current_debt,.0110233640298247,1.1466338634491,742,443,299
current_debt,.0110540604218841,1.14663934707642,742,445,297
current_debt,.0111444108188152,1.14665508270264,742,445,297
current_debt,.0111467856913805,1.14665544033051,742,447,295
current_debt,.0111481696367264,1.14665567874908,742,448,294
current_debt,.0113305235281587,1.14668595790863,742,449,293
current_debt,.0115989334881306,1.14672946929932,742,450,292
current_debt,.0119024692103267,1.14677762985229,742,451,291
current_debt,.0119706457480788,1.14678847789764,742,451,291
current_debt,.0122091062366962,1.1468254327774,742,452,290
current_debt,.0122125670313835,1.14682602882385,742,453,289
current_debt,.0122215198352933,1.14682734012604,742,455,287
current_debt,.012223138473928,1.14682757854462,742,456,286
current_debt,.0122743295505643,1.14683508872986,742,457,285
current_debt,.0123656019568443,1.14684903621674,742,457,285
current_debt,.0123853953555226,1.14685201644897,742,458,284
current_debt,.012564267963171,1.14687848091125,742,459,283
current_debt,.0125653995200992,1.14687871932983,742,461,281
current_debt,.0127020254731178,1.14689922332764,742,461,281
current_debt,.012792494148016,1.14691293239594,742,463,279
current_debt,.0128839425742626,1.14692676067352,742,463,279
current_debt,.0131695996969938,1.14697015285492,742,464,278
current_debt,.0134254330769181,1.14700829982758,742,465,277
current_debt,.0135519066825509,1.14702701568604,742,466,276
current_debt,.0136055061593652,1.14703488349915,742,468,274
current_debt,.0136659182608128,1.14704382419586,742,469,273
current_debt,.01370760332793,1.14704990386963,742,470,272
current_debt,.013889036141336,1.14707493782043,742,471,271
current_debt,.0143540287390351,1.14714026451111,742,471,271
current_debt,.0144685842096806,1.14715719223022,742,473,269
current_debt,.0144848208874464,1.14715957641602,742,473,269
current_debt,.0145020680502057,1.14716196060181,742,474,268
current_debt,.0145279169082642,1.14716565608978,742,476,266
current_debt,.0146164018660784,1.14717864990234,742,477,265
current_debt,.0151640046387911,1.14725947380066,742,478,264
current_debt,.0152458809316158,1.1472715139389,742,478,264
current_debt,.015311841852963,1.14728093147278,742,480,262
current_debt,.0153444679453969,1.14728569984436,742,481,261
current_debt,.015542539767921,1.14731526374817,742,482,260
current_debt,.0156823880970478,1.14733600616455,742,482,260
current_debt,.0157895181328058,1.14735221862793,742,483,259
current_debt,.0159305520355701,1.14737391471863,742,484,258
current_debt,.0160294361412525,1.14739000797272,742,485,257
current_debt,.0160735175013542,1.14739775657654,742,486,256
current_debt,.0160813145339489,1.14739918708801,742,488,254
current_debt,.0160825550556183,1.14739942550659,742,489,253
current_debt,.0162682011723518,1.14743220806122,742,489,253
current_debt,.0163553450256586,1.14744758605957,742,490,252
current_debt,.016452744603157,1.14746427536011,742,491,251
current_debt,.0165629591792822,1.14748311042786,742,493,249
current_debt,.0166011936962605,1.14749193191528,742,494,248
current_debt,.0170161835849285,1.14758217334747,742,494,248
current_debt,.01704709418118,1.14758861064911,742,496,246
current_debt,.0172289367765188,1.14762616157532,742,496,246
current_debt,.0172329805791378,1.14762687683105,742,497,245
current_debt,.0172905754297972,1.14763867855072,742,499,243
current_debt,.0173254702240229,1.1476457118988,742,500,242
current_debt,.0173881780356169,1.14765822887421,742,501,241
current_debt,.0174857787787914,1.14767742156982,742,501,241
current_debt,.0178661067038774,1.14774966239929,742,502,240
current_debt,.018098458647728,1.14779186248779,742,504,238
