specification,cutoff,cutoff_z,rss,rss_index,rss_excess_pct,selected,N,N_low,N_high
current_debt,0.0236589040690694,0.40149029491825283,1.149175957476684,1.0052442719581312,0.5244271958131153,0,744,543,201
current_debt,0.0237613526206821,0.4034580011170734,1.149177582541931,1.0052456934876373,0.524569348763726,0,744,544,200
current_debt,0.0237987645264384,0.4041765631436472,1.149177706681667,1.0052458020791526,0.5245802079152595,0,744,546,198
current_debt,0.0238295982933596,0.40476878034290253,1.149177783877035,1.0052458696059754,0.5245869605975395,0,744,547,197
current_debt,0.0240814249361508,0.40960555781069646,1.149176446505442,1.005244699737145,0.524469973714492,0,744,547,197
current_debt,0.0241919114402639,0.4117276471482915,1.14917541923218,1.005243801127532,0.5243801127531977,0,744,548,196
current_debt,0.0242975425473052,0.4137564799706355,1.149173878036363,1.005242452963,0.5242452962999966,0,744,550,194
current_debt,0.0243650242729608,0.4150525862385076,1.149172167132195,1.0052409563457034,0.5240956345703429,0,744,551,193
current_debt,0.0246797159464254,0.4210967981560607,1.149161699613709,1.0052317998601965,0.5231799860196507,0,744,552,192
current_debt,0.0256650379539151,0.44002165547665484,1.149111945924072,1.0051882777074825,0.5188277707482536,0,744,552,192
